damage,enemies,structures_destroyed,danger_percent
358,20,5,84.89
333,1,7,69.26
168,4,1,25.55
338,8,7,81.9
260,19,7,88.73
198,45,7,100.0
210,17,2,41.99
286,21,7,98.62
471,7,3,65.38
481,33,2,85.42
22,8,8,65.29
559,6,7,94.0
108,29,1,52.19
295,17,7,93.03
5,26,2,48.68
549,15,5,93.78
202,20,4,64.5
324,4,7,73.72
243,28,8,100.0
326,36,6,100.0
46,42,5,85.74
590,21,5,100.0
12,13,0,11.98
379,18,4,77.48
364,34,7,100.0
341,23,5,82.81
220,41,0,70.12
72,5,4,44.85
45,2,4,35.85
503,33,2,89.96
273,44,7,100.0
554,1,8,100.0
207,14,5,61.17
123,36,5,88.67
9,14,1,18.23
328,31,1,76.68
186,20,5,69.66
542,16,7,100.0
59,33,1,57.73
441,31,8,100.0
216,22,8,92.8
1,34,3,61.16
535,36,3,100.0
355,42,3,96.69
164,40,4,80.49
90,36,7,93.84
166,32,1,53.74
206,24,4,73.49
281,45,1,86.94
64,36,7,96.78
515,39,0,89.37
156,20,6,72.07
305,45,2,92.22
394,37,3,98.59
73,39,7,95.8
186,33,2,67.96
573,18,6,100.0
336,26,0,64.73
567,8,8,100.0
239,4,5,58.86
532,4,2,53.49
140,24,6,79.69
264,25,4,76.5
138,18,7,77.49
458,29,7,100.0
69,35,8,95.17
384,15,5,80.95
197,6,3,46.92
204,17,1,40.86
567,20,2,80.76
430,30,4,100.0
324,0,7,70.23
441,2,1,43.66
287,30,4,84.5
225,24,8,93.42
63,7,1,22.23
559,0,7,87.61
497,6,2,59.84
59,6,7,59.2
396,7,3,67.35
256,18,3,56.31
576,16,6,100.0
238,10,4,60.51
37,40,3,67.91
24,10,6,55.32
409,37,2,96.69
460,40,8,100.0
570,1,4,73.77
416,3,2,51.5
356,27,1,69.52
382,32,6,100.0
157,10,6,64.23
568,2,4,75.89
432,39,3,97.21
47,4,1,15.72
327,20,1,54.75
432,21,6,93.84
430,36,6,100.0
55,10,3,36.98
576,43,3,100.0
267,21,3,60.99
68,40,1,56.19
600,12,8,100.0
448,2,0,40.27
256,12,7,83.93
489,27,5,100.0
48,10,6,56.99
315,10,4,61.54
412,20,5,89.92
433,20,5,97.78
1,6,8,70.34
144,16,3,52.07
365,13,4,72.94
419,32,3,94.32
572,10,0,57.86
560,12,5,96.36
443,0,4,65.47
433,33,3,95.16
554,8,5,85.15
56,12,4,38.8
561,36,2,100.0
177,29,1,56.31
292,40,5,100.0
45,44,3,71.38
169,36,2,72.37
270,6,7,67.9
416,13,8,100.0
138,5,6,59.41
246,33,1,67.98
147,15,7,73.7
229,36,4,82.52
373,35,6,100.0
79,45,4,91.12
64,5,1,15.33
87,7,3,36.89
87,23,4,66.89
203,2,5,52.5
381,3,4,58.49
600,31,0,89.36
475,0,0,35.05
572,33,2,93.17
538,44,8,100.0
213,8,1,31.52
73,11,4,43.77
60,9,8,65.09
542,9,6,91.27
218,43,7,100.0
11,22,1,40.43
414,5,4,72.3
31,23,8,86.44
159,23,0,42.19
236,20,0,37.15
180,41,7,100.0
557,30,1,95.69
340,40,8,100.0
457,29,8,100.0
79,33,3,65.64
472,17,1,53.95
111,11,2,37.64
291,34,0,69.15
382,6,2,50.56
16,40,4,80.21
492,39,2,92.49
330,24,2,62.66
485,5,5,78.12
405,0,2,47.31
116,45,2,81.71
554,15,8,100.0
114,3,1,14.45
548,28,0,78.29
546,37,7,100.0
335,27,2,64.7
335,21,6,90.83
146,7,1,25.24
121,31,7,89.76
80,32,8,98.8
374,12,7,85.22
569,26,7,100.0
62,17,7,73.1
503,17,6,100.0
448,12,1,52.25
427,21,7,98.84
426,13,4,76.8
420,10,5,76.95
321,38,3,100.0
165,21,0,40.23
596,35,4,100.0
460,16,2,68.31
458,31,8,100.0
188,13,3,52.4
463,41,1,92.42
378,28,3,83.03
1,5,2,19.46
363,3,2,46.52
71,10,4,36.72
426,44,0,90.23
169,39,4,82.93
204,9,7,72.07
336,27,8,100.0
471,10,0,56.8
194,34,1,56.02
274,14,1,45.34
6,7,5,42.47
565,19,0,61.97
572,20,0,72.97
598,0,1,54.81
177,28,3,68.04
241,23,1,49.71
202,29,3,72.11
542,39,2,100.0
461,34,2,91.19
79,32,8,94.66
522,19,7,100.0
416,15,8,100.0
383,8,0,40.44
390,30,4,96.82
125,16,3,46.78
493,30,8,100.0
46,22,2,44.52
475,5,4,68.09
463,29,7,100.0
122,6,4,42.99
473,39,8,100.0
133,41,1,62.28
561,45,5,100.0
22,10,4,36.96
565,33,8,100.0
234,11,6,67.48
58,44,7,100.0
163,26,6,88.22
215,11,4,54.12
182,12,4,49.87
568,7,3,73.87
89,15,1,31.74
310,28,8,100.0
556,34,2,97.64
256,28,2,70.98
532,30,2,94.24
532,12,7,100.0
51,11,5,45.05
337,1,0,39.71
170,32,2,69.21
66,7,3,35.25
299,40,1,73.76
231,39,5,100.0
67,40,0,51.36
505,31,0,76.82
27,37,7,85.34
50,27,3,50.93
259,14,0,39.27
590,22,6,100.0
585,23,8,100.0
183,12,6,70.64
22,20,0,25.5
128,11,0,21.81
290,12,0,38.76
500,38,7,100.0
185,22,6,80.22
478,45,2,100.0
570,42,2,100.0
491,27,2,80.76
512,13,1,63.02
66,16,3,44.4
466,23,6,100.0
284,33,8,100.0
600,21,2,89.42
416,9,6,77.36
99,7,3,41.96
188,20,0,28.07
387,36,4,100.0
240,6,7,70.75
416,25,2,75.52
175,12,3,47.66
386,15,2,63.42
470,29,7,100.0
232,30,7,99.53
451,4,3,65.62
276,31,1,68.04
228,15,2,45.4
170,8,2,39.16
212,21,3,63.76
281,43,1,78.4
40,39,1,59.67
121,44,2,74.85
226,36,0,60.39
293,13,7,83.54
599,15,5,88.71
266,42,2,82.57
540,19,0,68.85
450,43,2,100.0
448,14,0,47.5
60,43,2,73.26
501,25,3,88.39
146,8,5,48.89
333,0,6,74.46
141,34,6,86.87
43,43,8,100.0
143,19,7,76.66
332,44,3,99.4
496,5,5,74.57
395,41,0,75.84
54,9,7,62.71
306,32,5,97.0
422,15,1,62.84
416,35,7,100.0
324,5,3,60.3
79,18,8,80.99
30,30,3,60.17
111,1,0,4.65
557,17,6,100.0
563,41,4,100.0
471,27,4,95.74
73,3,3,29.69
552,0,5,73.39
478,41,0,87.93
588,15,2,78.51
386,44,6,100.0
563,1,7,94.31
432,35,8,100.0
411,0,0,33.62
466,38,3,100.0
598,22,1,83.46
247,25,1,58.96
580,10,0,54.81
119,41,4,91.8
66,0,1,17.29
572,10,3,73.89
326,23,8,100.0
469,9,2,66.34
492,13,7,100.0
285,13,5,65.84
311,6,4,54.07
308,22,1,56.96
96,42,2,62.4
112,21,7,79.74
455,35,8,100.0
462,26,6,100.0
131,1,0,12.19
120,38,5,85.37
196,45,6,100.0
481,18,5,90.3
38,6,1,22.82
565,11,8,100.0
511,2,2,59.36
473,4,5,76.15
160,7,5,53.15
288,13,7,80.98
199,35,3,78.71
527,6,5,80.1
502,6,0,44.6
247,45,8,100.0
382,31,8,100.0
217,7,6,67.33
86,11,0,18.51
81,9,2,29.54
61,13,4,45.49
499,8,3,70.37
41,37,4,76.25
11,29,6,74.56
114,4,8,62.75
217,0,0,20.4
105,0,4,34.53
527,19,2,72.2
471,10,2,54.14
386,25,1,68.57
225,43,5,98.78
480,2,5,75.02
407,5,2,48.46
456,42,0,87.41
20,44,6,91.89
600,10,1,73.51
202,7,7,73.86
416,28,2,85.27
415,9,0,44.1
447,33,8,100.0
511,23,4,94.85
84,45,0,66.6
166,16,5,64.69
383,31,2,75.25
467,10,3,60.87
71,33,7,97.45
520,23,4,97.11
472,4,5,77.24
257,28,3,79.62
274,33,5,87.41
19,15,2,31.09
489,24,0,66.98
489,36,5,100.0
325,7,0,31.63
528,28,2,84.03
88,45,7,100.0
485,24,6,100.0
349,41,7,100.0
83,22,1,37.33
386,33,6,100.0
86,2,3,25.98
306,29,0,52.46
153,33,2,58.51
439,31,4,98.09
263,28,7,100.0
420,8,1,48.89
492,1,1,48.78
410,38,7,100.0
172,6,8,66.78
3,45,0,63.26
471,4,1,53.91
109,7,3,39.7
36,31,2,50.44
582,17,0,66.01
30,37,3,66.29
380,45,1,96.16
267,17,4,69.37
10,40,0,50.9
343,44,7,100.0
543,15,1,71.11
568,20,2,83.65
165,9,2,37.18
341,41,3,93.01
481,3,6,80.63
18,43,8,100.0
183,7,2,35.88
544,18,0,65.48
9,39,0,37.9
591,39,5,100.0
191,8,4,46.18
319,29,6,100.0
579,16,6,100.0
474,39,2,96.01
426,43,6,100.0
58,14,8,75.8
435,3,7,82.98
96,5,2,32.82
495,15,4,80.7
277,25,7,100.0
264,36,1,69.92
8,22,6,62.67
456,12,6,88.47
272,16,7,82.06
7,26,0,34.9
207,21,7,80.85
122,36,0,58.52
32,18,2,33.42
512,38,8,100.0
203,34,3,76.64
517,12,8,100.0
516,13,0,54.52
442,30,7,100.0
591,44,2,100.0
338,1,6,61.41
437,45,1,91.61
444,38,6,100.0
135,36,6,89.98
386,13,8,100.0
24,8,1,18.05
505,9,7,93.59
324,6,4,57.16
337,27,8,100.0
94,45,7,100.0
544,24,2,81.02
145,45,2,75.34
230,27,7,99.37
494,1,8,93.46
37,16,1,28.05
424,3,2,50.53
436,12,7,94.6
367,17,1,55.42
344,2,7,77.49
159,36,4,83.69
549,32,5,100.0
540,40,3,100.0
143,23,2,46.02
587,7,7,100.0
575,34,8,100.0
344,1,7,71.78
268,32,8,100.0
267,11,0,26.11
168,21,4,68.53
32,12,6,58.8
376,9,7,90.98
213,16,1,48.69
561,42,3,100.0
439,4,6,82.47
491,8,4,80.8
392,12,0,39.78
488,22,1,71.26
28,29,4,61.59
38,42,5,89.36
172,3,0,7.78
16,20,2,45.54
55,42,5,86.85
225,8,5,63.76
557,6,6,90.52
66,15,2,38.25
196,22,0,32.79
22,22,6,65.62
236,30,2,71.27
565,4,4,77.15
137,5,3,29.91
472,0,0,38.01
552,27,6,100.0
228,17,3,54.52
316,23,0,46.8
597,12,5,97.13
560,32,3,100.0
200,9,3,54.78
257,6,1,28.36
479,36,0,84.59
177,31,2,67.69
122,44,4,86.24
341,21,8,100.0
170,15,6,66.26
58,23,3,49.63
464,13,7,99.03
259,10,3,57.66
372,18,5,88.28
94,22,0,27.46
124,33,5,78.86
40,39,4,81.2
253,12,1,38.22
6,38,0,45.85
470,43,5,100.0
510,27,1,84.31
580,39,8,100.0
68,15,8,68.87
80,27,0,43.0
541,3,4,80.56
584,27,7,100.0
261,11,3,53.39
88,15,2,41.67
207,35,4,85.72
212,19,4,64.27
265,25,7,94.76
292,25,5,79.59
206,21,1,49.11
332,8,0,35.79
76,4,2,22.13
287,16,1,44.65
46,33,3,59.18
199,1,2,32.59
426,6,8,96.81
209,35,4,83.41
419,12,3,65.69
153,19,8,83.63
521,29,3,99.73
414,29,5,100.0
352,10,0,41.63
156,30,1,56.41
260,2,3,41.47
76,1,8,54.62
487,2,5,69.88
130,14,5,64.21
578,16,8,100.0
454,6,3,61.38
162,4,2,26.22
14,33,6,74.86
231,32,6,92.8
194,44,8,100.0
541,15,5,96.41
358,36,1,76.23
330,2,5,65.63
426,42,7,100.0
496,20,5,100.0
485,40,8,100.0
448,7,3,67.85
412,21,2,71.54
329,4,4,59.92
146,16,2,43.94
258,36,1,63.0
291,13,1,42.76
142,38,3,72.65
364,40,2,87.41
89,27,8,98.69
163,30,6,92.53
480,16,5,91.86
83,34,7,96.19
76,39,8,97.31
516,21,2,82.39
484,44,6,100.0
589,28,8,100.0
598,9,0,61.7
103,17,8,74.94
451,34,6,100.0
486,43,3,100.0
338,15,5,73.51
565,6,5,82.04
477,29,5,100.0
222,18,1,44.64
8,22,4,52.32
52,7,6,50.75
76,16,5,59.17
502,20,2,76.25
315,25,4,81.66
164,27,7,89.01
278,38,4,95.25
26,32,2,54.74
69,39,8,100.0
217,18,2,50.43
364,28,1,68.48
305,19,5,80.66
123,19,7,82.0
18,9,5,40.37
256,11,0,34.09
295,32,7,97.47
21,24,0,29.39
449,24,8,100.0
551,3,7,90.28
549,3,5,80.73
47,8,1,17.74
586,14,8,100.0
182,25,7,93.95
434,14,3,66.84
106,25,1,46.15
187,27,5,81.09
85,6,0,10.59
455,31,6,100.0
136,11,0,20.34
335,34,5,100.0
468,31,4,95.38
570,8,2,66.84
402,13,5,79.25
539,12,3,81.47
71,43,5,90.34
23,32,3,63.56
484,31,0,78.14
55,18,4,54.19
222,29,7,96.73
178,15,5,68.82
433,11,8,98.42
449,9,3,59.3
491,1,8,91.62
188,17,7,82.75
577,12,2,67.13
419,28,5,96.08
248,23,3,62.02
587,37,0,94.51
163,11,8,84.93
254,28,3,72.58
475,21,4,91.33
416,35,2,90.3
169,0,3,39.24
316,42,8,100.0
173,39,6,98.76
469,33,7,100.0
344,33,2,80.42
444,32,2,96.94
17,3,6,44.08
69,37,7,92.0
337,29,4,83.14
591,45,0,100.0
526,19,2,74.44
455,25,4,95.05
268,14,2,48.52
187,6,0,17.09
568,6,6,94.06
528,28,0,73.32
433,22,5,95.24
287,33,5,97.06
566,19,6,100.0
498,14,0,55.57
440,32,2,89.34
302,16,8,91.67
86,19,1,26.36
437,12,4,78.19
540,43,2,100.0
21,23,4,52.84
559,36,6,100.0
516,6,0,40.33
502,7,2,61.77
466,22,5,100.0
100,13,6,62.05
582,3,2,61.71
140,20,3,54.6
137,45,5,100.0
577,9,4,85.97
227,21,8,91.63
280,29,0,57.31
430,29,4,96.53
39,15,0,16.89
518,10,7,100.0
210,21,6,77.73
301,28,4,77.64
85,24,5,68.4
396,13,3,66.45
252,13,8,87.76
532,1,2,53.7
380,12,1,48.8
443,2,6,81.35
32,29,1,45.62
259,17,5,69.79
233,35,7,98.34
514,20,2,74.46
307,18,2,59.79
69,15,2,33.99
453,27,0,65.8
438,3,8,88.28
363,14,4,71.55
480,0,8,93.54
143,15,4,55.44
23,19,6,63.89
424,32,0,71.42
174,16,8,83.12
324,4,0,34.3
347,4,3,55.03
17,38,6,94.14
43,12,8,72.28
154,43,0,61.93
376,35,5,100.0
401,29,4,96.69
224,3,2,31.26
216,22,1,53.42
567,20,0,66.32
30,20,1,34.3
58,5,3,25.9
352,23,5,91.38
444,30,4,92.59
234,18,3,60.91
106,37,7,97.59
190,11,6,67.81
529,13,3,75.84
582,11,4,84.08
565,14,4,88.62
244,18,2,50.11
75,27,8,86.37
546,39,4,100.0
266,40,1,74.19
316,4,3,45.56
120,4,3,37.6
24,5,4,32.58
431,22,7,100.0
159,2,4,35.81
595,36,0,99.09
113,32,1,63.65
501,42,2,100.0
165,20,2,55.1
174,19,5,68.85
0,0,8,58.42
85,38,0,53.74
573,16,5,97.94
319,28,8,100.0
400,7,3,56.39
381,25,2,73.56
317,27,5,91.05
249,33,5,87.16
524,25,1,75.5
554,12,4,86.93
255,43,0,66.47
306,36,8,100.0
143,12,8,82.79
390,37,2,90.14
168,24,4,69.58
297,22,2,55.08
232,21,6,79.47
270,20,0,53.82
59,29,4,63.12
295,10,5,73.16
466,3,6,77.44
234,32,2,69.01
233,11,6,72.9
367,8,3,58.86
231,31,5,89.71
490,10,4,73.93
502,36,3,98.31
591,23,5,100.0
380,6,2,48.47
427,7,2,54.64
363,32,4,97.59
201,24,4,71.23
145,0,8,65.54
456,2,3,58.95
134,39,4,79.06
263,27,8,100.0
63,42,3,75.46
490,32,2,93.64
40,45,6,91.93
295,0,6,54.44
2,37,7,90.77
109,26,3,60.84
220,37,3,80.78
369,34,8,100.0
367,9,6,82.68
435,11,2,59.16
3,9,8,61.93
243,33,4,85.36
165,23,3,55.42
25,27,0,33.79
394,21,8,100.0
473,44,5,100.0
16,15,1,24.59
91,12,6,61.48
482,35,2,97.23
542,35,5,100.0
204,42,7,100.0
501,22,2,86.54
399,13,4,73.4
206,31,5,84.02
145,2,0,20.51
100,26,6,81.38
240,18,3,60.63
162,21,6,82.87
172,0,6,58.04
501,4,4,69.53
546,32,7,100.0
283,18,7,92.05
358,35,4,96.75
380,5,4,56.84
532,14,6,94.61
162,35,5,82.03
306,32,3,84.35
338,23,1,56.4
54,26,7,81.79
332,10,2,58.89
126,22,1,48.69
242,32,6,89.41
599,40,5,100.0
408,45,7,100.0
502,28,5,100.0
302,30,6,92.54
463,0,1,43.5
234,33,1,67.64
37,17,5,59.68
138,17,8,81.54
194,5,2,33.43
526,39,7,100.0
0,0,4,25.57
560,41,5,100.0
95,29,5,76.62
412,3,2,48.05
537,31,4,98.73
428,9,0,51.04
234,42,1,72.88
348,4,2,47.07
480,8,3,59.83
395,4,8,88.35
350,10,0,40.4
415,34,2,87.59
50,26,2,60.26
80,3,5,39.98
35,9,4,42.88
66,38,2,65.97
480,32,3,93.59
467,37,6,100.0
141,7,2,32.02
355,23,8,100.0
470,38,7,100.0
590,32,1,92.7
438,40,4,100.0
530,42,3,100.0
126,18,4,63.27
204,1,2,26.99
28,10,0,12.43
444,34,7,100.0
463,16,8,100.0
279,41,7,100.0
150,2,3,36.06
239,21,1,53.51
265,34,3,80.16
104,20,8,84.57
432,24,8,100.0
496,38,4,100.0
439,1,4,60.33
157,0,2,25.86
171,6,5,47.48
493,19,6,99.54
310,42,8,100.0
402,5,6,81.94
462,35,2,90.71
366,20,6,87.3
549,45,0,97.08
254,34,1,65.35
207,35,3,80.27
449,7,6,81.97
94,3,8,52.28
477,42,4,100.0
189,15,7,79.19
483,2,6,80.4
535,6,4,69.83
422,1,2,42.1
132,0,2,23.19
54,0,5,38.16
509,37,3,100.0
540,6,2,64.35
409,23,3,75.08
210,4,2,24.58
292,20,5,79.46
114,27,6,78.38
258,17,3,55.49
121,23,2,53.59
298,31,2,67.74
380,44,2,98.67
560,32,8,100.0
500,9,2,64.34
296,8,2,50.02
361,32,7,100.0
588,32,3,100.0
462,6,6,90.83
437,3,2,52.51
126,27,7,90.15
196,22,2,59.32
220,31,4,82.98
90,43,0,60.55
410,15,4,74.7
7,45,5,80.31
543,9,6,87.68
467,13,1,68.99
319,38,1,78.91
393,35,8,100.0
268,33,0,66.09
190,23,1,46.3
60,17,1,34.03
437,15,6,92.27
263,40,5,100.0
94,36,8,100.0
552,40,6,100.0
469,24,2,76.03
513,7,2,59.3
193,23,0,43.03
481,19,7,100.0
335,29,0,56.61
434,19,1,64.56
195,17,6,74.49
248,3,0,24.2
497,35,3,100.0
211,5,8,84.96
465,2,7,85.61
220,17,7,81.98
272,39,2,81.96
153,17,4,62.72
248,22,3,65.54
278,34,7,100.0
439,5,6,81.7
275,25,6,89.84
513,20,6,100.0
87,23,0,40.96
504,14,6,97.09
589,26,3,93.88
240,31,2,68.12
235,11,4,49.54
127,4,1,22.01
502,6,7,98.11
199,21,8,87.75
542,26,4,100.0
501,14,2,73.82
491,38,6,100.0
20,44,0,59.52
233,34,2,64.97
415,25,8,100.0
147,22,1,38.64
28,12,8,64.65
360,25,0,62.08
307,2,3,47.09
161,28,5,81.89
60,1,6,41.28
124,27,2,61.21
455,22,8,100.0
70,35,3,70.66
465,5,4,64.88
242,10,7,81.55
489,37,2,95.26
220,33,7,100.0
472,16,0,59.46
532,2,7,92.79
493,43,7,100.0
81,45,5,100.0
521,33,4,100.0
11,21,8,80.5
262,28,5,88.78
448,28,0,70.76
191,4,5,46.38
113,9,0,20.29
25,9,5,45.7
498,8,2,60.14
507,20,5,95.82
544,12,5,80.89
61,9,0,11.29
228,37,8,100.0
34,10,7,67.14
455,3,1,42.73
587,45,1,100.0
501,30,4,100.0
594,33,1,91.54
24,41,0,53.82
568,34,1,92.6
31,38,4,78.84
11,38,6,80.35
318,32,4,85.42
0,7,0,9.52
434,31,6,100.0
135,32,5,81.47
195,7,6,65.3
132,45,1,67.34
85,13,4,42.92
475,33,7,100.0
323,7,6,71.69
179,41,5,94.89
515,6,5,85.98
174,12,0,31.4
20,20,0,27.73
104,31,6,85.41
577,10,2,69.42
442,13,5,80.04
48,10,4,37.05
527,1,2,53.58
144,33,5,83.45
339,43,2,87.1
353,16,7,93.62
74,13,6,59.74
577,24,8,100.0
318,26,4,87.29
86,7,0,5.44
552,16,7,100.0
41,4,1,5.17
92,11,5,54.01
506,37,0,87.93
528,17,5,89.74
264,25,3,65.73
291,30,4,78.49
463,36,6,100.0
559,5,5,81.86
96,40,0,54.57
94,14,8,74.85
325,41,5,100.0
73,25,5,72.87
335,11,8,93.09
67,40,4,74.62
76,13,5,51.38
207,0,5,45.57
220,16,6,81.42
261,32,8,100.0
409,28,4,91.81
330,44,4,100.0
343,30,3,88.75
73,7,3,32.82
253,29,7,98.9
331,12,1,45.93
397,15,7,91.45
344,1,1,42.16
583,44,0,95.41
454,17,8,100.0
114,34,7,98.18
312,44,5,100.0
227,18,3,66.5
244,12,1,34.18
525,3,7,90.78
527,18,2,74.8
426,24,3,86.22
41,37,4,75.09
464,30,3,85.71
277,35,7,100.0
18,3,8,58.98
65,38,0,46.66
166,6,1,25.58
584,15,3,79.02
402,4,0,36.28
408,22,5,92.14
111,35,4,75.54
273,31,6,96.24
406,23,5,86.13
372,24,2,72.91
596,44,4,100.0
38,27,2,48.56
104,18,8,74.72
323,6,1,39.74
413,43,5,100.0
428,40,8,100.0
60,16,6,66.45
306,1,4,55.87
353,15,1,46.3
392,38,1,83.23
203,17,3,64.18
257,38,1,73.14
485,0,7,80.97
516,2,6,82.36
445,20,6,97.07
179,29,2,57.41
341,10,6,81.76
132,21,7,83.6
442,24,4,84.82
252,2,0,22.19
264,29,0,53.65
92,23,3,48.05
410,44,1,86.44
137,35,6,86.9
207,22,2,55.73
572,7,3,71.83
306,3,8,76.24
265,38,1,71.73
317,42,7,100.0
112,30,0,46.39
377,28,2,80.77
453,35,3,96.83
190,12,5,68.51
439,40,0,84.51
186,8,7,68.02
366,20,1,60.15
88,2,4,30.45
186,24,5,74.96
131,24,7,86.5
559,11,2,73.37
375,28,8,100.0
98,10,4,56.78
33,10,7,59.45
581,25,3,89.27
170,13,8,86.05
365,15,7,95.13
58,9,4,42.37
180,30,2,61.54
18,30,0,39.01
225,35,4,92.48
472,9,4,75.37
94,25,3,51.14
296,19,7,78.17
592,43,2,100.0
174,8,8,71.58
221,14,2,47.08
53,8,3,30.1
402,6,5,68.34
317,25,8,100.0
348,23,1,59.24
442,11,1,58.16
579,19,1,77.91
539,13,4,79.89
281,21,5,75.89
359,15,2,61.24
7,28,2,51.37
562,31,1,92.81
490,18,5,89.29
340,34,0,71.96
471,42,8,100.0
248,31,3,75.73
234,19,1,49.97
82,39,5,77.54
92,19,4,64.53
393,7,2,58.15
267,34,2,77.75
416,41,4,100.0
582,12,3,80.19
528,40,4,100.0
252,5,1,28.17
121,15,0,26.96
9,4,4,35.16
315,44,0,72.02
272,33,2,75.69
305,5,7,68.88
209,32,7,96.84
463,14,8,100.0
415,14,0,52.05
215,13,3,49.5
79,38,5,84.92
479,4,6,79.37
546,25,4,97.56
17,16,6,64.56
164,42,7,100.0
524,15,5,95.46
201,34,3,76.38
345,37,0,69.7
365,22,4,76.73
447,12,3,65.08
512,32,4,100.0
318,28,3,77.94
216,45,8,100.0
33,33,2,54.04
265,33,2,72.87
79,26,6,76.18
412,14,1,58.17
251,8,8,84.26
11,25,7,70.83
400,2,5,65.77
281,35,8,100.0
111,4,2,21.42
377,19,3,72.76
267,19,6,82.48
297,4,0,26.29
316,9,0,42.44
569,15,0,63.67
508,24,7,100.0
545,43,5,100.0
364,24,2,72.76
546,29,6,100.0
270,13,5,67.44
473,21,4,90.68
536,42,2,100.0
233,27,3,72.93
58,29,0,40.95
250,18,8,88.25
85,37,4,73.97
389,41,1,90.22
179,19,8,81.29
148,34,6,92.81
582,21,7,100.0
120,14,2,42.8
255,10,6,73.07
308,33,0,61.58
58,23,5,61.9
68,5,5,41.85
445,16,5,89.62
387,27,2,67.15
85,30,5,75.93
226,35,2,69.55
592,8,8,100.0
183,9,6,65.82
321,20,3,62.53
317,33,2,77.05
565,30,5,100.0
398,28,8,100.0
292,42,2,86.27
292,42,7,100.0
484,10,5,78.95
446,32,3,88.07
411,45,4,100.0
507,0,2,53.1
243,20,1,49.73
419,22,8,100.0
153,8,2,34.71
423,0,5,68.87
272,20,4,64.39
519,21,7,100.0
127,3,4,33.48
372,0,7,73.58
567,9,4,78.56
158,14,5,63.46
570,35,4,100.0
569,28,1,90.79
175,45,5,100.0
210,4,6,61.95
446,28,2,80.05
585,26,2,86.59
166,24,6,84.42
459,15,3,79.19
356,15,1,55.8
303,35,8,100.0
232,24,8,95.46
326,40,5,100.0
181,0,1,23.3
333,4,2,52.54
28,40,4,71.62
92,19,4,59.61
329,4,8,85.32
183,35,2,68.27
94,28,1,53.08
352,33,7,100.0
264,17,6,76.77
18,1,8,54.17
498,15,2,67.04
138,28,5,75.27
572,32,4,100.0
524,15,4,89.88
254,34,7,100.0
84,42,0,54.12
457,41,0,87.29
531,16,2,77.57
561,3,1,47.09
91,3,1,17.85
599,24,1,82.46
68,32,3,67.15
36,13,0,20.02
139,23,8,92.66
565,10,4,81.27
177,24,4,68.97
136,27,8,99.05
189,6,4,48.06
341,35,7,100.0
558,9,0,49.3
4,35,0,42.05
256,30,3,67.93
242,18,7,84.4
414,17,2,66.77
342,5,0,36.43
378,27,8,100.0
593,6,8,100.0
145,37,8,100.0
322,11,8,88.4
121,40,1,57.99
251,33,3,80.34
310,24,1,55.33
600,16,6,100.0
474,32,2,93.01
569,22,8,100.0
491,8,6,83.88
574,5,7,94.47
346,1,8,79.12
486,37,7,100.0
472,8,6,94.09
381,2,8,82.76
279,15,0,38.77
71,24,3,60.44
520,23,3,91.01
365,28,4,92.74
93,43,7,100.0
372,39,0,74.44
338,25,5,85.38
436,37,8,100.0
335,34,7,100.0
491,22,1,69.78
39,3,6,44.26
358,41,4,100.0
573,13,1,61.75
253,38,0,63.14
580,6,1,63.19
397,7,5,69.16
169,41,7,100.0
510,18,2,70.17
259,1,4,47.34
583,0,1,50.89
458,41,7,100.0
528,37,3,100.0
340,12,5,77.49
56,41,2,62.8
217,43,7,100.0
463,23,7,100.0
246,31,2,62.62
372,29,8,100.0
416,5,4,70.43
30,37,8,94.54
367,32,6,100.0
558,43,2,100.0
107,22,5,70.1
583,9,1,62.69
417,45,5,100.0
397,14,4,81.98
271,22,2,56.06
115,35,6,92.58
585,0,3,68.51
255,7,5,74.72
80,2,8,56.49
127,13,5,55.76
234,16,3,60.68
552,33,1,89.46
180,5,8,70.55
156,4,3,40.61
453,45,3,100.0
570,40,1,96.53
23,39,4,77.54
472,28,5,100.0
399,34,5,100.0
591,17,2,79.24
133,39,8,100.0
420,29,6,100.0
212,14,2,45.32
481,14,3,71.7
347,15,6,79.62
165,32,7,98.67
347,9,5,69.03
397,18,3,64.81
582,36,1,91.45
434,2,7,81.69
576,35,0,87.26
220,3,8,72.23
307,10,7,80.53
465,40,2,92.3
98,32,3,62.24
241,27,3,75.92
157,31,1,60.4
553,15,4,90.55
226,8,2,42.64
422,10,0,49.38
71,5,1,13.7
242,26,6,89.69
529,11,0,51.04
588,21,1,74.33
44,39,6,90.79
471,36,0,84.67
370,20,6,91.82
91,32,7,97.78
21,16,1,28.23
171,28,3,63.67
191,39,6,96.73
76,9,0,20.95
280,17,5,75.81
363,12,4,72.14
178,26,5,67.31
237,9,7,76.24
134,31,0,45.87
279,40,2,77.74
18,44,8,100.0
594,2,7,99.79
370,21,3,83.36
111,26,8,93.05
220,2,6,56.16
303,32,1,66.06
324,1,0,30.97
436,10,0,42.89
437,45,2,100.0
169,9,1,31.99
374,38,3,95.75
556,32,7,100.0
380,6,4,62.17
13,14,4,38.01
499,25,5,100.0
390,10,4,72.87
548,37,4,100.0
564,26,6,100.0
529,38,5,100.0
491,6,1,59.33
549,0,0,41.59
384,9,0,36.98
195,20,3,61.89
299,14,1,49.05
